# {"t_start": 1574517855.579776, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
3.0,230,2718.508708
5.0,349,2722.352627
5.0,352,2726.322956
5.0,309,2729.569975
8.0,375,2733.69054
3.0,228,2736.085927
2.0,187,2738.011617
2.0,224,2740.333627
5.0,350,2744.040202
3.0,228,2746.574892
0.0,127,2747.865879
0.0,127,2749.063202
0.0,127,2750.24441
0.0,129,2751.557103
1.0,157,2753.189585
0.0,129,2754.407433
1.0,155,2755.988423
2.0,186,2757.929956
3.0,230,2760.32503
5.0,350,2764.177202
1.0,155,2765.703574
5.0,329,2769.203848
3.0,248,2771.736142
1.0,157,2773.321172
1.0,176,2775.18261
5.0,347,2778.963908
9.0,404,2783.35677
4.0,297,2786.34185
2.0,202,2788.364342
6.0,399,2792.716384
1.0,157,2794.321384
0.0,127,2795.648253
2.0,207,2797.684087
0.0,125,2798.883273
1.0,155,2800.484948
1.0,159,2802.199118
2.0,221,2804.592191
2.0,202,2806.717086
1.0,153,2808.236313
0.0,127,2809.520202
