# {"t_start": 1574517855.5782285, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
1.0,173,2630.238158
6.0,338,2633.728231
9.0,404,2638.089008
2.0,202,2640.064279
0.0,125,2641.256548
5.0,350,2645.095723
2.0,218,2647.380024
1.0,177,2649.176692
3.0,252,2651.824192
6.0,382,2655.819862
4.0,280,2658.821449
2.0,202,2660.979889
3.0,271,2663.858773
0.0,125,2665.196445
0.0,129,2666.508654
2.0,206,2668.565629
2.0,200,2670.663655
2.0,207,2672.865086
3.0,230,2675.325771
2.0,201,2677.435541
1.0,173,2679.297838
1.0,155,2680.847176
1.0,155,2682.432048
3.0,218,2684.749788
2.0,201,2686.885596
3.0,216,2689.112716
11.0,481,2694.409657
1.0,175,2696.284626
0.0,129,2697.666538
9.0,404,2701.945147
2.0,202,2703.984079
0.0,129,2705.205977
10.0,451,2709.901368
2.0,202,2712.035292
2.0,198,2713.970958
5.0,330,2717.459
1.0,178,2719.381104
9.0,401,2723.866558
3.0,249,2726.607936
6.0,381,2730.714235
0.0,127,2732.053691
6.0,379,2736.061711
2.0,183,2737.918776
5.0,350,2741.624365
0.0,129,2742.928383
1.0,155,2744.505221
3.0,254,2747.323294
6.0,377,2751.282471
5.0,350,2755.02371
10.0,451,2759.885627
1.0,175,2761.665932
0.0,127,2762.999038
1.0,158,2764.652582
5.0,348,2768.305784
5.0,372,2772.223614
3.0,248,2774.874484
0.0,129,2776.196276
2.0,203,2778.359381
3.0,270,2781.221967
3.0,249,2783.843323
10.0,431,2788.247674
2.0,202,2790.404307
1.0,157,2792.02721
3.0,230,2794.492749
2.0,185,2796.378858
9.0,509,2801.876998
4.0,263,2804.811942
5.0,350,2808.548295
