# {"t_start": 1574517855.5801473, "env_id": "BreakoutNoFrameskip-v4"} 
r,l,t
2.0,202,2613.140584
4.0,297,2616.324144
1.0,155,2618.055765
7.0,415,2622.463484
1.0,155,2623.964811
1.0,175,2625.764015
0.0,125,2627.000138
0.0,129,2628.342239
9.0,424,2632.819665
2.0,225,2635.116419
1.0,178,2636.984031
9.0,417,2641.362002
4.0,297,2644.570996
2.0,204,2646.756607
3.0,220,2648.989802
0.0,127,2650.244413
4.0,269,2653.029184
0.0,129,2654.268852
0.0,129,2655.523515
2.0,202,2657.725604
4.0,295,2660.857388
9.0,404,2665.344252
10.0,468,2670.35453
1.0,157,2672.035542
1.0,175,2673.813903
1.0,159,2675.491213
2.0,201,2677.630051
4.0,299,2680.825088
0.0,129,2682.105036
1.0,156,2683.737511
3.0,277,2686.715631
5.0,350,2690.438709
5.0,329,2694.008575
3.0,250,2696.826823
1.0,157,2698.450697
5.0,328,2701.880628
1.0,154,2703.423577
5.0,352,2707.061691
2.0,202,2709.065016
4.0,297,2712.243769
9.0,404,2716.394165
0.0,129,2717.738269
4.0,259,2720.579996
3.0,216,2722.869816
0.0,127,2724.219106
0.0,129,2725.573041
2.0,204,2727.725304
1.0,155,2729.23403
0.0,127,2730.560339
1.0,155,2732.245138
1.0,157,2733.759951
2.0,200,2735.837597
0.0,125,2737.063119
3.0,270,2739.907822
5.0,328,2743.368047
0.0,125,2744.645083
2.0,186,2746.670363
7.0,425,2751.198652
1.0,157,2752.785346
2.0,190,2754.690285
2.0,224,2757.02703
1.0,155,2758.679984
1.0,155,2760.203812
1.0,178,2762.05626
0.0,129,2763.386671
8.0,352,2767.15401
0.0,129,2768.42171
3.0,247,2770.978287
6.0,403,2775.361134
3.0,226,2777.72599
8.0,374,2781.804599
0.0,125,2783.047126
3.0,235,2785.388086
5.0,350,2789.047779
1.0,153,2790.583285
0.0,129,2791.900872
3.0,249,2794.586598
5.0,331,2798.014205
5.0,350,2801.805694
1.0,176,2803.716188
9.0,402,2808.067899
0.0,125,2809.341977
